statistic,statistic_label,year,residence_adjustment_items,unit,value
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions from land transport by residents abroad,Thousand Tonnes,4.9601
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions from water transport by residents abroad,Thousand Tonnes,5.263466667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions from air transport by residents abroad,Thousand Tonnes,5.566833333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions by non-residents on the territory,Thousand Tonnes,5.8702
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,5.8702
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,3.913466667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,1.956733333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5669.803
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2020,Total air emissions as reported to CLRTAP,Thousand Tonnes,5779.1326
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Total air emissions by resident units,Thousand Tonnes,5888.4622
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions by national residents abroad,Thousand Tonnes,4.8656
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.8656
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions from land transport by residents abroad,Thousand Tonnes,4.8656
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions from water transport by residents abroad,Thousand Tonnes,6.531766667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions from air transport by residents abroad,Thousand Tonnes,8.197933333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions by non-residents on the territory,Thousand Tonnes,9.8641
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,9.8641
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,6.576066667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,3.288033333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5893.4607
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2021,Total air emissions as reported to CLRTAP,Thousand Tonnes,5691.4419
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Total air emissions by resident units,Thousand Tonnes,5489.4231
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions by national residents abroad,Thousand Tonnes,4.7508
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4.7508
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions from land transport by residents abroad,Thousand Tonnes,4.7508
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions from water transport by residents abroad,Thousand Tonnes,6.279833333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions from air transport by residents abroad,Thousand Tonnes,7.808866667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions by non-residents on the territory,Thousand Tonnes,9.3379
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,9.3379
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,6.225266667
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,3.112633333
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,5494.0102
EAA18C07,Nitrous oxide in CO2 equivalent (N2O_CO2E),2022,Total air emissions as reported to CLRTAP,Thousand Tonnes,2768.1512
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2010,Total air emissions by resident units,Thousand Tonnes,42.2922
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2010,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,42.2922
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2010,Total air emissions as reported to CLRTAP,Thousand Tonnes,28.3668
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2011,Total air emissions by resident units,Thousand Tonnes,14.4414
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2011,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,14.4414
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2011,Total air emissions as reported to CLRTAP,Thousand Tonnes,11.5704
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2012,Total air emissions by resident units,Thousand Tonnes,8.6994
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2012,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,8.6994
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2012,Total air emissions as reported to CLRTAP,Thousand Tonnes,8.1367
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2013,Total air emissions by resident units,Thousand Tonnes,7.574
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2013,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,7.574
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2013,Total air emissions as reported to CLRTAP,Thousand Tonnes,5.4013
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2014,Total air emissions by resident units,Thousand Tonnes,3.2286
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2014,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,3.2286
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2014,Total air emissions as reported to CLRTAP,Thousand Tonnes,10.84865
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2015,Total air emissions by resident units,Thousand Tonnes,18.4687
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2015,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,18.4687
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2015,Total air emissions as reported to CLRTAP,Thousand Tonnes,26.0076
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2016,Total air emissions by resident units,Thousand Tonnes,33.5465
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2016,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,33.5465
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2016,Total air emissions as reported to CLRTAP,Thousand Tonnes,37.96165
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2017,Total air emissions by resident units,Thousand Tonnes,42.3768
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2017,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,42.3768
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2017,Total air emissions as reported to CLRTAP,Thousand Tonnes,43.5921
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2018,Total air emissions by resident units,Thousand Tonnes,44.8074
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2018,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,44.8074
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2018,Total air emissions as reported to CLRTAP,Thousand Tonnes,50.7267
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2019,Total air emissions by resident units,Thousand Tonnes,56.646
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2019,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,56.646
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2019,Total air emissions as reported to CLRTAP,Thousand Tonnes,57.1877
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2020,Total air emissions by resident units,Thousand Tonnes,57.7294
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2020,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,57.7294
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2020,Total air emissions as reported to CLRTAP,Thousand Tonnes,58.7018
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2021,Total air emissions by resident units,Thousand Tonnes,59.6742
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,59.6742
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2021,Total air emissions as reported to CLRTAP,Thousand Tonnes,55.023
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2022,Total air emissions by resident units,Thousand Tonnes,50.3718
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,50.3718
EAA18C08,Perfluorocarbons in CO2 equivalent (PFC_CO2E),2022,Total air emissions as reported to CLRTAP,Thousand Tonnes,56.17625
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2010,Total air emissions by resident units,Thousand Tonnes,61.9807
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2010,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,61.9807
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2010,Total air emissions as reported to CLRTAP,Thousand Tonnes,67.11525
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2011,Total air emissions by resident units,Thousand Tonnes,72.2498
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2011,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,72.2498
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2011,Total air emissions as reported to CLRTAP,Thousand Tonnes,67.0095
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2012,Total air emissions by resident units,Thousand Tonnes,61.7692
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2012,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,61.7692
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2012,Total air emissions as reported to CLRTAP,Thousand Tonnes,63.75215
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2013,Total air emissions by resident units,Thousand Tonnes,65.7351
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2013,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,65.7351
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2013,Total air emissions as reported to CLRTAP,Thousand Tonnes,61.35935
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2014,Total air emissions by resident units,Thousand Tonnes,56.9836
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2014,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,56.9836
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2014,Total air emissions as reported to CLRTAP,Thousand Tonnes,59.39585
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2015,Total air emissions by resident units,Thousand Tonnes,61.8081
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2015,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,61.8081
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2015,Total air emissions as reported to CLRTAP,Thousand Tonnes,58.8461
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2016,Total air emissions by resident units,Thousand Tonnes,55.8841
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2016,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,55.8841
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2016,Total air emissions as reported to CLRTAP,Thousand Tonnes,61.2155
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2017,Total air emissions by resident units,Thousand Tonnes,66.5469
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2017,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,66.5469
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2017,Total air emissions as reported to CLRTAP,Thousand Tonnes,63.3488
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2018,Total air emissions by resident units,Thousand Tonnes,60.1507
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2018,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,60.1507
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2018,Total air emissions as reported to CLRTAP,Thousand Tonnes,52.7485
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2019,Total air emissions by resident units,Thousand Tonnes,45.3463
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2019,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,45.3463
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2019,Total air emissions as reported to CLRTAP,Thousand Tonnes,35.966
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2020,Total air emissions by resident units,Thousand Tonnes,26.5857
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2020,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,26.5857
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2020,Total air emissions as reported to CLRTAP,Thousand Tonnes,25.28495
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2021,Total air emissions by resident units,Thousand Tonnes,23.9842
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,23.9842
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2021,Total air emissions as reported to CLRTAP,Thousand Tonnes,24.2342
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2022,Total air emissions by resident units,Thousand Tonnes,24.4842
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,24.4842
EAA18C09,Sulphur hexafluoride and nitrogen trifluoride in CO2 equivalent (NF3_SF6_CO2E),2022,Total air emissions as reported to CLRTAP,Thousand Tonnes,35219.87535
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Total air emissions by resident units,Thousand Tonnes,70415.2665
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions by national residents abroad,Thousand Tonnes,8692.8518
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,4605.2678
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions from land transport by residents abroad,Thousand Tonnes,517.6838
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions from water transport by residents abroad,Thousand Tonnes,4346.4259
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions from air transport by residents abroad,Thousand Tonnes,8175.168
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions by non-residents on the territory,Thousand Tonnes,1037.2652
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1037.2652
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,518.6326
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,62759.68
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2010,Total air emissions as reported to CLRTAP,Thousand Tonnes,64933.61215
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Total air emissions by resident units,Thousand Tonnes,67107.5443
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions by national residents abroad,Thousand Tonnes,9572.6301
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,5035.7426
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions from land transport by residents abroad,Thousand Tonnes,498.8551
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions from water transport by residents abroad,Thousand Tonnes,4786.31505
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions from air transport by residents abroad,Thousand Tonnes,9073.775
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions by non-residents on the territory,Thousand Tonnes,1047.5148
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1047.5148
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,523.7574
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,58582.429
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2011,Total air emissions as reported to CLRTAP,Thousand Tonnes,63528.3617
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Total air emissions by resident units,Thousand Tonnes,68474.2944
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions by national residents abroad,Thousand Tonnes,9675.2118
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,5082.6608
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions from land transport by residents abroad,Thousand Tonnes,490.1098
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions from water transport by residents abroad,Thousand Tonnes,4837.6059
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions from air transport by residents abroad,Thousand Tonnes,9185.102
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions by non-residents on the territory,Thousand Tonnes,869.3785
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,869.3785
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,434.68925
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,59668.4611
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2012,Total air emissions as reported to CLRTAP,Thousand Tonnes,64164.45605
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Total air emissions by resident units,Thousand Tonnes,68660.451
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions by national residents abroad,Thousand Tonnes,10195.4981
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,5288.79235
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions from land transport by residents abroad,Thousand Tonnes,382.0866
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions from water transport by residents abroad,Thousand Tonnes,5097.74905
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions from air transport by residents abroad,Thousand Tonnes,9813.4115
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions by non-residents on the territory,Thousand Tonnes,981.2021
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,978.4712
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,490.60105
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.7309
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,59446.1549
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2013,Total air emissions as reported to CLRTAP,Thousand Tonnes,63978.14765
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Total air emissions by resident units,Thousand Tonnes,68510.1404
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions by national residents abroad,Thousand Tonnes,10625.0044
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,5512.22305
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions from land transport by residents abroad,Thousand Tonnes,399.4417
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions from water transport by residents abroad,Thousand Tonnes,5312.50225
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions from air transport by residents abroad,Thousand Tonnes,10225.5628
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions by non-residents on the territory,Thousand Tonnes,1067.2253
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1064.8918
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,533.61265
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,2.3335
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,58952.3613
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2014,Total air emissions as reported to CLRTAP,Thousand Tonnes,65153.4138
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Total air emissions by resident units,Thousand Tonnes,71354.4663
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions by national residents abroad,Thousand Tonnes,11454.0546
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,5930.4235
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions from land transport by residents abroad,Thousand Tonnes,406.7924
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions from water transport by residents abroad,Thousand Tonnes,5727.02725
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions from air transport by residents abroad,Thousand Tonnes,11047.2621
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions by non-residents on the territory,Thousand Tonnes,1547.2387
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1547.0793
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,773.61935
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.1594
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,61447.6505
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2015,Total air emissions as reported to CLRTAP,Thousand Tonnes,68871.0425
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Total air emissions by resident units,Thousand Tonnes,76294.4345
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions by national residents abroad,Thousand Tonnes,14044.3659
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,7247.1973
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions from land transport by residents abroad,Thousand Tonnes,450.0287
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions from water transport by residents abroad,Thousand Tonnes,7022.1829
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions from air transport by residents abroad,Thousand Tonnes,13594.3371
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions by non-residents on the territory,Thousand Tonnes,1475.0264
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1475.0264
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,737.5132
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,63725.095
